id_score,id_utilisateur,mois,score_revenu,score_paiement,score_activite,score_recommandation,score_transaction,score_anciennete,score_completude,score_global,classe_risque,recommandation_decisionnelle,plafond_microcredit_simule
S000865,U0073,2025-07,0,55.7,0.0,50.0,1.0,50.0,75,25.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000866,U0073,2025-08,50.0,70.5,65.8,77.5,36.0,50.0,75,58.4,C,Profil moyen : à accompagner avant décision.,15000
S000867,U0073,2025-09,38.3,63.2,61.7,77.5,27.0,50.0,75,52.0,C,Profil moyen : à accompagner avant décision.,15000
S000868,U0073,2025-10,32.5,69.4,59.6,77.5,22.0,50.0,75,50.7,C,Profil moyen : à accompagner avant décision.,15000
S000869,U0073,2025-11,29.0,60.1,58.3,77.5,19.0,50.0,75,47.4,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000870,U0073,2025-12,33.7,69.0,76.9,73.2,32.0,50.0,75,54.6,C,Profil moyen : à accompagner avant décision.,15000
S000871,U0073,2026-01,49.6,67.5,81.1,73.2,45.0,50.0,75,60.9,C,Profil moyen : à accompagner avant décision.,15000
S000872,U0073,2026-02,48.1,64.9,92.5,71.5,45.0,50.0,75,61.5,C,Profil moyen : à accompagner avant décision.,15000
S000873,U0073,2026-03,61.9,61.5,96.7,74.6,62.0,50.0,75,67.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000874,U0073,2026-04,74.2,61.5,100,75.9,77.0,50.0,75,73.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000875,U0073,2026-05,87.1,73.7,94.0,70.2,92.0,50.0,75,80.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000876,U0073,2026-06,80.0,65.7,82.5,70.4,78.0,50.0,75,73.0,B,Profil fiable : éligible avec vérification complémentaire.,32140
S000877,U0074,2025-07,85.0,100,41.7,61.7,64.0,100,75,77.0,B,Profil fiable : éligible avec vérification complémentaire.,58668
S000878,U0074,2025-08,97.8,38.7,50.7,59.3,69.0,100,75,69.8,B,Profil fiable : éligible avec vérification complémentaire.,54710
S000879,U0074,2025-09,74.5,38.1,42.4,59.3,50.0,100,75,59.8,C,Profil moyen : à accompagner avant décision.,17507
S000880,U0074,2025-10,71.0,58.8,44.3,59.2,57.0,100,75,64.4,C,Profil moyen : à accompagner avant décision.,15560
S000881,U0074,2025-11,68.4,62.9,45.5,57.0,67.0,100,75,66.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000882,U0074,2025-12,72.5,57.8,48.5,60.2,75.0,100,75,68.0,B,Profil fiable : éligible avec vérification complémentaire.,33686
S000883,U0074,2026-01,67.4,61.3,54.7,59.4,76.0,100,75,68.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000884,U0074,2026-02,51.9,69.6,51.1,60.3,62.0,100,75,63.6,C,Profil moyen : à accompagner avant décision.,15000
S000885,U0074,2026-03,51.9,66.2,51.1,60.3,62.0,100,75,63.0,C,Profil moyen : à accompagner avant décision.,15000
S000886,U0074,2026-04,38.7,50.6,49.6,60.7,50.0,100,75,54.6,C,Profil moyen : à accompagner avant décision.,15000
S000887,U0074,2026-05,32.6,39.4,50.3,66.0,45.0,100,75,50.7,C,Profil moyen : à accompagner avant décision.,15000
S000888,U0074,2026-06,32.5,39.5,44.3,62.0,42.0,100,75,48.9,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000889,U0075,2025-07,85.0,100,100,81.2,65.0,100,100,89.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000890,U0075,2025-08,81.4,68.7,89.3,78.2,67.0,100,100,80.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000891,U0075,2025-09,85.6,81.2,92.8,76.7,72.0,100,100,85.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000892,U0075,2025-10,87.8,84.3,95.0,76.1,77.0,100,100,87.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000893,U0075,2025-11,88.1,73.7,95.8,74.4,83.0,100,100,86.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000894,U0075,2025-12,89.2,66.7,97.1,74.6,87.0,100,100,85.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000895,U0075,2026-01,76.6,70.1,86.7,71.0,86.0,100,100,81.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000896,U0075,2026-02,74.5,63.3,89.2,69.4,92.0,100,100,80.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000897,U0075,2026-03,71.4,46.2,84.2,71.2,93.0,100,100,75.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000898,U0075,2026-04,70.2,32.9,82.5,70.8,92.0,100,100,72.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000899,U0075,2026-05,75.2,30.0,77.9,69.1,90.0,100,100,71.9,B,Profil fiable : éligible avec vérification complémentaire.,33220
S000900,U0075,2026-06,73.8,24.6,73.3,67.9,90.0,100,100,69.7,B,Profil fiable : éligible avec vérification complémentaire.,32183
S000901,U0076,2025-07,85.0,0,60.0,50.0,62.0,100,75,58.3,C,Profil moyen : à accompagner avant décision.,20213
S000902,U0076,2025-08,97.1,49.1,50.0,50.0,69.0,100,75,70.7,B,Profil fiable : éligible avec vérification complémentaire.,38450
S000903,U0076,2025-09,91.3,70.9,50.0,50.0,50.0,100,75,70.8,B,Profil fiable : éligible avec vérification complémentaire.,32217
S000904,U0076,2025-10,91.8,62.7,77.5,66.9,61.0,100,75,76.7,B,Profil fiable : éligible avec vérification complémentaire.,35287
S000905,U0076,2025-11,92.5,47.5,83.0,66.5,69.0,100,75,75.8,B,Profil fiable : éligible avec vérification complémentaire.,34796
S000906,U0076,2025-12,80.8,56.3,78.8,66.5,61.0,100,75,72.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000907,U0076,2026-01,78.5,68.5,64.2,60.0,61.0,100,75,71.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000908,U0076,2026-02,77.8,73.2,78.8,69.0,57.0,100,75,75.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000909,U0076,2026-03,77.3,73.2,69.4,61.8,73.0,100,75,75.3,B,Profil fiable : éligible avec vérification complémentaire.,33792
S000910,U0076,2026-04,64.1,72.2,52.7,53.0,57.0,100,75,66.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000911,U0076,2026-05,51.6,71.8,37.5,50.0,54.0,100,75,59.8,C,Profil moyen : à accompagner avant décision.,15000
S000912,U0076,2026-06,57.9,59.8,23.3,42.5,69.0,100,75,58.3,C,Profil moyen : à accompagner avant décision.,15000
S000913,U0077,2025-07,85.0,100,68.3,69.2,68.0,16.7,100,75.3,B,Profil fiable : éligible avec vérification complémentaire.,47250
S000914,U0077,2025-08,93.6,100,77.5,67.5,75.0,16.7,100,79.7,B,Profil fiable : éligible avec vérification complémentaire.,38916
S000915,U0077,2025-09,83.7,78.5,83.0,70.5,83.0,16.7,100,75.2,B,Profil fiable : éligible avec vérification complémentaire.,62315
S000916,U0077,2025-10,80.9,85.6,83.0,70.5,88.0,16.7,100,76.7,B,Profil fiable : éligible avec vérification complémentaire.,52736
S000917,U0077,2025-11,66.9,71.0,78.0,70.5,76.0,16.7,100,67.7,B,Profil fiable : éligible avec vérification complémentaire.,42189
S000918,U0077,2025-12,57.5,60.5,74.7,70.5,69.0,16.7,100,61.8,C,Profil moyen : à accompagner avant décision.,16875
S000919,U0077,2026-01,43.7,60.5,92.5,72.5,52.0,16.7,100,58.6,C,Profil moyen : à accompagner avant décision.,15000
S000920,U0077,2026-02,46.4,57.9,92.5,91.3,52.0,16.7,100,60.6,C,Profil moyen : à accompagner avant décision.,15000
S000921,U0077,2026-03,44.8,62.8,88.3,100,46.0,16.7,100,60.6,C,Profil moyen : à accompagner avant décision.,15000
S000922,U0077,2026-04,26.7,62.8,84.2,100,32.0,16.7,100,53.3,C,Profil moyen : à accompagner avant décision.,15000
S000923,U0077,2026-05,44.7,78.2,88.3,86.2,46.0,16.7,100,62.3,C,Profil moyen : à accompagner avant décision.,15000
S000924,U0077,2026-06,46.5,73.7,76.5,84.0,62.0,16.7,100,62.2,C,Profil moyen : à accompagner avant décision.,15000
S000925,U0078,2025-07,85.0,30.9,100,87.5,63.0,77.8,100,73.4,B,Profil fiable : éligible avec vérification complémentaire.,58250
S000926,U0078,2025-08,86.1,58.6,100,87.5,34.0,77.8,100,74.9,B,Profil fiable : éligible avec vérification complémentaire.,39818
S000927,U0078,2025-09,78.4,74.1,100,83.3,48.0,77.8,100,77.7,B,Profil fiable : éligible avec vérification complémentaire.,78213
S000928,U0078,2025-10,60.9,77.0,98.8,83.3,39.0,77.8,100,72.4,B,Profil fiable : éligible avec vérification complémentaire.,58660
S000929,U0078,2025-11,50.4,72.6,95.0,83.3,34.0,77.8,100,67.6,B,Profil fiable : éligible avec vérification complémentaire.,46928
S000930,U0078,2025-12,49.4,60.8,96.7,81.2,44.0,77.8,100,66.5,B,Profil fiable : éligible avec vérification complémentaire.,41321
S000931,U0078,2026-01,35.0,65.0,92.5,75.0,32.0,77.8,100,60.7,C,Profil moyen : à accompagner avant décision.,15174
S000932,U0078,2026-02,35.0,53.3,92.5,79.2,49.0,77.8,100,61.3,C,Profil moyen : à accompagner avant décision.,15163
S000933,U0078,2026-03,46.4,42.9,88.3,81.2,35.0,77.8,100,59.6,C,Profil moyen : à accompagner avant décision.,15000
S000934,U0078,2026-04,56.7,48.6,92.5,81.7,46.0,77.8,100,65.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000935,U0078,2026-05,56.7,53.4,92.5,81.7,57.0,77.8,100,68.2,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000936,U0078,2026-06,49.6,66.0,88.3,85.0,44.0,77.8,100,66.7,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000937,U0079,2025-07,85.0,100,60.0,50.0,65.0,58.3,100,75.8,B,Profil fiable : éligible avec vérification complémentaire.,37153
S000938,U0079,2025-08,83.5,77.1,100,87.5,72.0,58.3,100,81.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000939,U0079,2025-09,85.5,81.7,100,84.4,77.0,58.3,100,83.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000940,U0079,2025-10,86.7,86.9,100,84.3,81.0,58.3,100,85.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000941,U0079,2025-11,88.3,88.5,100,83.8,87.0,58.3,100,87.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000942,U0079,2025-12,85.9,90.8,100,83.8,93.0,58.3,100,87.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000943,U0079,2026-01,81.7,89.8,100,83.8,96.0,58.3,100,87.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000944,U0079,2026-02,85.1,100,100,83.2,79.0,58.3,100,87.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000945,U0079,2026-03,84.8,100,100,82.5,81.0,58.3,100,87.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000946,U0079,2026-04,71.8,100,100,80.0,67.0,58.3,100,81.8,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000947,U0079,2026-05,71.9,100,100,76.7,67.0,58.3,100,81.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000948,U0079,2026-06,62.8,100,96.7,76.7,51.0,58.3,100,76.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000949,U0080,2025-07,0,100,0.0,50.0,1.0,47.2,75,33.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000950,U0080,2025-08,50.0,78.0,55.8,63.3,37.0,47.2,75,56.8,C,Profil moyen : à accompagner avant décision.,15000
S000951,U0080,2025-09,38.3,85.3,51.7,63.3,27.0,47.2,75,53.3,C,Profil moyen : à accompagner avant décision.,15000
S000952,U0080,2025-10,32.5,77.2,49.6,63.3,23.0,47.2,75,49.3,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000953,U0080,2025-11,56.2,73.1,35.0,59.4,39.0,47.2,75,54.2,C,Profil moyen : à accompagner avant décision.,15000
S000954,U0080,2025-12,61.4,77.6,32.5,58.0,53.0,47.2,75,58.0,C,Profil moyen : à accompagner avant décision.,15000
S000955,U0080,2026-01,73.6,74.5,36.7,58.0,52.0,47.2,75,60.9,C,Profil moyen : à accompagner avant décision.,15000
S000956,U0080,2026-02,63.3,63.4,1.7,50.0,51.0,47.2,75,49.9,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000957,U0080,2026-03,63.3,55.6,1.7,50.0,51.0,47.2,75,48.3,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000958,U0080,2026-04,63.3,62.9,1.7,50.0,50.0,47.2,75,49.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000959,U0080,2026-05,60.4,57.1,16.7,52.5,33.0,47.2,75,47.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000960,U0080,2026-06,53.1,46.3,96.7,75.0,29.0,47.2,75,57.4,C,Profil moyen : à accompagner avant décision.,15000
S000961,U0081,2025-07,85.0,38.5,0,41.2,62.0,55.6,100,52.9,C,Profil moyen : à accompagner avant décision.,32974
S000962,U0081,2025-08,95.6,50.9,39.0,53.0,70.0,55.6,100,66.3,B,Profil fiable : éligible avec vérification complémentaire.,59849
S000963,U0081,2025-09,91.8,33.3,50.0,54.4,78.0,55.6,100,64.8,C,Profil moyen : à accompagner avant décision.,24659
S000964,U0081,2025-10,92.1,35.8,43.9,52.8,82.0,55.6,100,64.9,C,Profil moyen : à accompagner avant décision.,23435
S000965,U0081,2025-11,86.9,31.0,50.0,54.8,89.0,55.6,100,64.8,C,Profil moyen : à accompagner avant décision.,20061
S000966,U0081,2025-12,88.3,35.9,56.5,57.5,96.0,55.6,100,68.4,B,Profil fiable : éligible avec vérification complémentaire.,43362
S000967,U0081,2026-01,88.4,36.3,70.8,61.0,98.0,55.6,100,71.3,B,Profil fiable : éligible avec vérification complémentaire.,35781
S000968,U0081,2026-02,88.6,32.4,75.0,62.2,97.0,55.6,100,71.2,B,Profil fiable : éligible avec vérification complémentaire.,35496
S000969,U0081,2026-03,75.9,50.0,73.7,64.6,80.0,55.6,100,69.0,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000970,U0081,2026-04,62.5,50.6,83.3,68.8,78.0,55.6,100,67.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000971,U0081,2026-05,68.3,45.6,80.7,68.0,73.0,55.6,100,66.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000972,U0081,2026-06,68.7,31.2,41.7,53.1,72.0,55.6,100,56.3,C,Profil moyen : à accompagner avant décision.,15000
S000973,U0082,2025-07,85.0,52.1,65.0,76.2,68.0,100,75,73.0,B,Profil fiable : éligible avec vérification complémentaire.,41748
S000974,U0082,2025-08,82.3,68.1,65.0,76.2,75.0,100,75,76.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000975,U0082,2025-09,84.6,80.8,65.0,77.1,80.0,100,75,80.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000976,U0082,2025-10,67.1,64.5,58.8,77.1,66.0,100,75,69.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000977,U0082,2025-11,65.3,57.6,70.0,81.6,72.0,100,75,71.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000978,U0082,2025-12,56.0,51.0,66.7,81.6,65.0,100,75,65.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000979,U0082,2026-01,53.6,46.9,73.8,82.5,59.0,100,75,64.7,C,Profil moyen : à accompagner avant décision.,15000
S000980,U0082,2026-02,59.8,40.6,58.7,74.0,56.0,100,75,61.4,C,Profil moyen : à accompagner avant décision.,15000
S000981,U0082,2026-03,47.5,44.9,55.8,71.7,41.0,100,75,56.3,C,Profil moyen : à accompagner avant décision.,15000
S000982,U0082,2026-04,62.0,40.8,60.0,71.7,56.0,100,75,62.0,C,Profil moyen : à accompagner avant décision.,15000
S000983,U0082,2026-05,62.4,52.1,52.7,66.0,56.0,100,75,62.7,C,Profil moyen : à accompagner avant décision.,15000
S000984,U0082,2026-06,75.3,64.2,64.2,67.5,71.0,100,75,72.4,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000985,U0083,2025-07,85.0,100,100,72.5,63.0,100,75,86.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000986,U0083,2025-08,84.0,52.4,100,69.2,71.0,100,75,77.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000987,U0083,2025-09,83.5,60.4,50.0,56.2,75.0,100,75,71.1,B,Profil fiable : éligible avec vérification complémentaire.,35190
S000988,U0083,2025-10,83.8,42.5,50.0,55.3,83.0,100,75,68.7,B,Profil fiable : éligible avec vérification complémentaire.,32352
S000989,U0083,2025-11,85.6,43.5,43.9,52.2,86.0,100,75,68.6,B,Profil fiable : éligible avec vérification complémentaire.,35929
S000990,U0083,2025-12,86.3,44.7,50.0,53.8,91.0,100,75,70.8,B,Profil fiable : éligible avec vérification complémentaire.,40113
S000991,U0083,2026-01,91.1,36.5,50.0,51.2,93.0,100,75,70.4,B,Profil fiable : éligible avec vérification complémentaire.,49029
S000992,U0083,2026-02,91.9,56.3,55.0,56.8,91.0,100,75,75.6,B,Profil fiable : éligible avec vérification complémentaire.,50399
S000993,U0083,2026-03,91.9,47.6,83.0,65.3,93.0,100,75,79.2,B,Profil fiable : éligible avec vérification complémentaire.,48603
S000994,U0083,2026-04,94.5,57.2,80.6,63.6,93.0,100,75,81.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,79791
S000995,U0083,2026-05,92.0,50.1,92.8,67.8,93.0,100,75,81.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,75245
S000996,U0083,2026-06,79.5,61.5,87.1,67.8,79.0,100,75,77.6,B,Profil fiable : éligible avec vérification complémentaire.,43573
S000997,U0084,2025-07,85.0,4.2,25.0,75.0,68.0,100,75,57.3,C,Profil moyen : à accompagner avant décision.,17940
S000998,U0084,2025-08,84.8,0,41.7,65.8,76.0,100,75,59.2,C,Profil moyen : à accompagner avant décision.,36434
S000999,U0084,2025-09,61.4,0,33.3,65.8,57.0,100,75,49.2,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001000,U0084,2025-10,67.7,33.8,38.8,60.5,66.0,100,75,59.2,C,Profil moyen : à accompagner avant décision.,24423
S001001,U0084,2025-11,57.2,41.1,35.0,60.5,71.0,100,75,58.2,C,Profil moyen : à accompagner avant décision.,19538
S001002,U0084,2025-12,64.0,38.9,53.8,66.1,80.0,100,75,64.2,C,Profil moyen : à accompagner avant décision.,24266
S001003,U0084,2026-01,68.2,41.7,65.2,62.9,77.0,100,75,66.8,B,Profil fiable : éligible avec vérification complémentaire.,56756
S001004,U0084,2026-02,57.2,59.8,70.5,63.5,60.0,100,75,65.9,B,Profil fiable : éligible avec vérification complémentaire.,37683
S001005,U0084,2026-03,57.2,56.7,70.5,63.5,60.0,100,75,65.3,B,Profil fiable : éligible avec vérification complémentaire.,37683
S001006,U0084,2026-04,54.4,36.2,92.5,70.8,58.0,100,75,64.2,C,Profil moyen : à accompagner avant décision.,17035
S001007,U0084,2026-05,61.7,36.2,96.7,67.5,59.0,100,75,66.5,B,Profil fiable : éligible avec vérification complémentaire.,39573
S001008,U0084,2026-06,51.2,45.7,92.5,55.0,43.0,100,75,61.5,C,Profil moyen : à accompagner avant décision.,15000
S001009,U0085,2025-07,0,100,0.0,50.0,1.0,100,75,38.9,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001010,U0085,2025-08,0,100,0.0,50.0,33.0,100,75,43.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001011,U0085,2025-09,38.3,100,88.3,93.8,46.0,100,75,72.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001012,U0085,2025-10,32.5,89.7,86.2,93.8,36.0,100,75,67.5,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001013,U0085,2025-11,34.9,91.6,90.0,93.3,47.0,100,75,70.7,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001014,U0085,2025-12,47.5,92.3,92.5,89.6,54.0,100,75,75.0,B,Profil fiable : éligible avec vérification complémentaire.,36945
S001015,U0085,2026-01,59.5,92.3,96.7,91.1,70.0,100,75,81.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,63157
S001016,U0085,2026-02,59.5,84.8,96.7,91.1,59.0,100,75,78.0,B,Profil fiable : éligible avec vérification complémentaire.,45112
S001017,U0085,2026-03,61.5,77.1,96.7,81.2,60.0,100,75,76.2,B,Profil fiable : éligible avec vérification complémentaire.,46740
S001018,U0085,2026-04,72.9,83.5,100,82.2,76.0,100,75,83.3,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,75725
S001019,U0085,2026-05,70.3,81.8,100,83.1,74.0,100,75,82.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,58622
S001020,U0085,2026-06,80.0,81.8,100,81.2,73.0,100,75,84.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S001021,U0086,2025-07,85.0,100,100,57.5,64.0,36.1,75,79.0,B,Profil fiable : éligible avec vérification complémentaire.,48560
S001022,U0086,2025-08,91.7,28.3,100,70.0,67.0,36.1,75,68.0,B,Profil fiable : éligible avec vérification complémentaire.,67096
S001023,U0086,2025-09,92.3,54.2,100,71.0,70.0,36.1,75,73.9,B,Profil fiable : éligible avec vérification complémentaire.,63000
S001024,U0086,2025-10,84.8,44.4,100,72.1,74.0,36.1,75,70.8,B,Profil fiable : éligible avec vérification complémentaire.,50623
S001025,U0086,2025-11,86.8,28.5,95.0,71.2,79.0,36.1,75,68.0,B,Profil fiable : éligible avec vérification complémentaire.,53299
S001026,U0086,2025-12,75.1,25.5,90.8,71.2,70.0,36.1,75,62.5,C,Profil moyen : à accompagner avant décision.,21319
S001027,U0086,2026-01,74.1,24.4,91.9,71.7,72.0,36.1,75,62.5,C,Profil moyen : à accompagner avant décision.,20487
S001028,U0086,2026-02,63.2,35.9,83.3,70.4,59.0,36.1,75,58.7,C,Profil moyen : à accompagner avant décision.,15000
S001029,U0086,2026-03,62.3,24.4,83.3,67.5,61.0,36.1,75,56.2,C,Profil moyen : à accompagner avant décision.,15000
S001030,U0086,2026-04,62.7,29.7,73.8,68.2,59.0,36.1,75,55.7,C,Profil moyen : à accompagner avant décision.,19283
S001031,U0086,2026-05,48.6,48.1,76.5,68.0,44.0,36.1,75,54.0,C,Profil moyen : à accompagner avant décision.,15000
S001032,U0086,2026-06,48.6,52.1,76.5,68.0,55.0,36.1,75,56.5,C,Profil moyen : à accompagner avant décision.,15000
S001033,U0087,2025-07,0,0,0.0,50.0,0,100,75,18.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001034,U0087,2025-08,50.0,21.2,92.5,73.8,38.0,100,75,57.5,C,Profil moyen : à accompagner avant décision.,15418
S001035,U0087,2025-09,65.1,30.2,60.0,54.2,53.0,100,75,58.4,C,Profil moyen : à accompagner avant décision.,15000
S001036,U0087,2025-10,65.8,47.7,71.2,60.6,62.0,100,75,65.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001037,U0087,2025-11,72.0,33.0,56.0,59.0,70.0,100,75,63.2,C,Profil moyen : à accompagner avant décision.,15359
S001038,U0087,2025-12,70.5,43.3,56.8,59.0,76.0,100,75,65.9,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001039,U0087,2026-01,70.5,56.5,56.8,59.0,77.0,100,75,68.6,B,Profil fiable : éligible avec vérification complémentaire.,30000
S001040,U0087,2026-02,59.4,56.9,23.3,49.2,59.0,100,75,57.3,C,Profil moyen : à accompagner avant décision.,15000
S001041,U0087,2026-03,44.7,60.8,37.5,66.3,56.0,100,75,57.7,C,Profil moyen : à accompagner avant décision.,15000
S001042,U0087,2026-04,49.9,46.1,65.0,66.2,56.0,100,75,60.2,C,Profil moyen : à accompagner avant décision.,15000
S001043,U0087,2026-05,45.2,65.2,55.8,65.0,56.0,100,75,61.4,C,Profil moyen : à accompagner avant décision.,15000
S001044,U0087,2026-06,54.5,47.1,51.2,63.1,54.0,100,75,58.9,C,Profil moyen : à accompagner avant décision.,16985
S001045,U0088,2025-07,0,53.9,0.0,50.0,1.0,61.1,75,25.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001046,U0088,2025-08,0,25.0,0.0,50.0,1.0,61.1,75,20.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001047,U0088,2025-09,38.3,40.0,0,35.0,27.0,61.1,75,35.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001048,U0088,2025-10,48.0,40.2,70.5,74.0,44.0,61.1,75,54.5,C,Profil moyen : à accompagner avant décision.,16080
S001049,U0088,2025-11,49.2,47.7,63.3,71.2,52.0,61.1,75,56.1,C,Profil moyen : à accompagner avant décision.,15000
S001050,U0088,2025-12,42.2,43.2,60.8,71.2,58.0,61.1,75,54.0,C,Profil moyen : à accompagner avant décision.,15000
S001051,U0088,2026-01,42.2,42.8,60.8,71.2,57.0,61.1,75,53.8,C,Profil moyen : à accompagner avant décision.,15000
S001052,U0088,2026-02,55.7,60.2,65.0,71.2,69.0,61.1,75,63.1,C,Profil moyen : à accompagner avant décision.,15459
S001053,U0088,2026-03,44.9,63.8,76.5,78.5,54.0,61.1,75,61.3,C,Profil moyen : à accompagner avant décision.,15000
S001054,U0088,2026-04,41.8,66.5,8.3,57.5,49.0,61.1,75,48.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001055,U0088,2026-05,41.3,56.7,88.3,70.0,50.0,61.1,75,59.3,C,Profil moyen : à accompagner avant décision.,15000
S001056,U0088,2026-06,41.3,63.8,88.3,70.0,38.0,61.1,75,58.9,C,Profil moyen : à accompagner avant décision.,15000
S001057,U0089,2025-07,0,28.3,0.0,50.0,0,38.9,100,19.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001058,U0089,2025-08,50.0,46.6,92.5,67.5,37.0,38.9,100,56.9,C,Profil moyen : à accompagner avant décision.,17643
S001059,U0089,2025-09,38.3,64.4,88.3,67.5,28.0,38.9,100,55.6,C,Profil moyen : à accompagner avant décision.,15000
S001060,U0089,2025-10,32.5,60.4,86.2,67.5,23.0,38.9,100,52.2,C,Profil moyen : à accompagner avant décision.,15000
S001061,U0089,2025-11,29.0,58.7,85.0,67.5,21.0,38.9,100,50.5,C,Profil moyen : à accompagner avant décision.,15000
S001062,U0089,2025-12,26.7,51.9,84.2,67.5,19.0,38.9,100,48.2,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S001063,U0089,2026-01,43.8,55.4,88.3,67.5,37.0,38.9,100,56.5,C,Profil moyen : à accompagner avant décision.,15000
S001064,U0089,2026-02,53.1,40.0,88.3,70.0,33.0,38.9,100,55.4,C,Profil moyen : à accompagner avant décision.,15000
S001065,U0089,2026-03,48.3,34.5,92.5,70.4,44.0,38.9,100,55.4,C,Profil moyen : à accompagner avant décision.,15000
S001066,U0089,2026-04,48.3,36.0,92.5,70.4,45.0,38.9,100,55.8,C,Profil moyen : à accompagner avant décision.,15000
S001067,U0089,2026-05,48.3,35.5,92.5,70.4,45.0,38.9,100,55.7,C,Profil moyen : à accompagner avant décision.,15000
