id_mission,id_utilisateur,type_mission,date_debut,date_fin,montant_mission,statut_mission,note_client
M000726,U0066,Design,2026-03-01,2026-03-09,27000,Terminée,4.3
M000727,U0066,Vente,2026-03-06,2026-03-10,88000,Terminée,4.0
M000728,U0066,Design,2026-04-07,2026-04-12,146000,Annulée,3.1
M000729,U0066,Vente,2026-04-14,2026-04-22,152000,Terminée,4.1
M000730,U0066,Vente,2026-04-13,2026-04-17,48000,Annulée,2.6
M000731,U0066,Design,2026-04-09,2026-04-13,118000,Terminée,4.6
M000732,U0066,Rédaction,2026-05-03,2026-05-05,119000,Terminée,4.2
M000733,U0066,Design,2026-05-07,2026-05-14,30000,Terminée,4.1
M000734,U0066,Développement,2026-06-08,2026-06-15,164000,Terminée,3.8
M000735,U0066,Livraison,2026-06-15,2026-06-19,112000,Annulée,2.0
M000736,U0067,Maintenance,2025-07-19,2025-07-25,43000,Terminée,4.0
M000737,U0067,Développement,2025-07-20,2025-07-26,77000,Terminée,3.8
M000738,U0067,Livraison,2025-08-02,2025-08-03,34000,Terminée,3.3
M000739,U0067,Formation,2025-08-18,2025-08-20,43000,Annulée,2.7
M000740,U0067,Rédaction,2025-11-14,2025-11-15,49000,En cours,3.3
M000741,U0067,Vente,2025-11-18,2025-11-22,160000,Annulée,2.2
M000742,U0067,Maintenance,2026-01-15,2026-01-18,122000,Terminée,4.3
M000743,U0067,Design,2026-02-15,2026-02-20,20000,Annulée,2.0
M000744,U0067,Développement,2026-03-05,2026-03-11,115000,Terminée,4.3
M000745,U0067,Formation,2026-03-05,2026-03-09,140000,Annulée,1.9
M000746,U0067,Vente,2026-03-04,2026-03-05,71000,Annulée,2.9
M000747,U0067,Design,2026-03-01,2026-03-06,47000,Annulée,2.0
M000748,U0067,Livraison,2026-04-16,2026-04-23,160000,Annulée,2.6
M000749,U0067,Maintenance,2026-05-03,2026-05-04,43000,Terminée,3.6
M000750,U0067,Rédaction,2026-05-14,2026-05-21,147000,Terminée,3.7
M000751,U0067,Formation,2026-05-08,2026-05-13,140000,Terminée,3.7
M000752,U0067,Livraison,2026-05-10,2026-05-17,75000,Terminée,3.2
M000753,U0067,Prestation,2026-06-14,2026-06-20,124000,Annulée,2.8
M000754,U0067,Vente,2026-06-03,2026-06-11,25000,Terminée,3.4
M000755,U0067,Vente,2026-06-02,2026-06-03,49000,Annulée,1.7
M000756,U0068,Design,2025-09-11,2025-09-14,141000,Annulée,1.6
M000757,U0068,Maintenance,2025-09-13,2025-09-20,100000,Annulée,1.7
M000758,U0068,Maintenance,2025-10-09,2025-10-16,166000,Terminée,4.4
M000759,U0068,Livraison,2025-10-12,2025-10-19,18000,En cours,4.1
M000760,U0068,Formation,2025-10-03,2025-10-04,147000,Terminée,4.3
M000761,U0068,Formation,2026-06-19,2026-06-22,26000,Terminée,5.0
M000762,U0068,Développement,2026-06-08,2026-06-10,85000,En cours,3.8
M000763,U0068,Livraison,2026-06-01,2026-06-08,176000,Terminée,4.5
M000764,U0069,Rédaction,2025-08-20,2025-08-22,167000,En cours,4.1
M000765,U0069,Rédaction,2025-09-02,2025-09-03,147000,Terminée,4.3
M000766,U0069,Formation,2025-10-16,2025-10-19,90000,Terminée,4.7
M000767,U0069,Rédaction,2025-10-17,2025-10-20,70000,Terminée,4.9
M000768,U0069,Développement,2025-12-17,2025-12-25,52000,Terminée,4.0
M000769,U0069,Livraison,2026-01-09,2026-01-14,103000,Terminée,4.5
M000770,U0069,Rédaction,2026-01-10,2026-01-16,131000,Terminée,4.4
M000771,U0069,Formation,2026-01-04,2026-01-06,105000,Terminée,3.9
M000772,U0069,Formation,2026-02-16,2026-02-24,77000,Terminée,4.5
M000773,U0069,Vente,2026-05-13,2026-05-18,174000,Annulée,1.7
M000774,U0069,Maintenance,2026-06-10,2026-06-11,91000,Terminée,4.1
M000775,U0069,Vente,2026-06-14,2026-06-19,141000,Terminée,4.1
M000776,U0070,Livraison,2025-08-12,2025-08-18,126000,Terminée,3.7
M000777,U0070,Développement,2025-08-16,2025-08-24,12000,Terminée,3.9
M000778,U0070,Livraison,2025-08-15,2025-08-23,64000,Terminée,3.7
M000779,U0070,Développement,2025-08-14,2025-08-15,164000,Terminée,3.8
M000780,U0070,Maintenance,2025-09-02,2025-09-05,76000,Terminée,4.5
M000781,U0070,Rédaction,2025-11-07,2025-11-10,78000,Annulée,2.1
M000782,U0070,Design,2025-11-05,2025-11-12,105000,Terminée,4.4
M000783,U0070,Développement,2026-01-15,2026-01-16,116000,Annulée,2.4
M000784,U0070,Rédaction,2026-06-12,2026-06-17,11000,Annulée,1.6
M000785,U0071,Livraison,2025-08-17,2025-08-23,58000,Annulée,2.2
M000786,U0071,Rédaction,2025-09-20,2025-09-26,101000,Annulée,2.7
M000787,U0071,Vente,2025-09-12,2025-09-18,143000,Terminée,3.4
M000788,U0071,Design,2025-09-17,2025-09-20,50000,Terminée,3.8
M000789,U0071,Maintenance,2025-12-01,2025-12-06,162000,Terminée,3.4
M000790,U0071,Rédaction,2025-12-02,2025-12-07,63000,Terminée,4.6
M000791,U0071,Formation,2025-12-18,2025-12-24,52000,Terminée,4.3
M000792,U0071,Formation,2026-01-17,2026-01-19,118000,Annulée,2.4
M000793,U0071,Prestation,2026-02-09,2026-02-12,92000,Terminée,3.6
M000794,U0071,Prestation,2026-02-13,2026-02-17,159000,En cours,3.8
M000795,U0071,Rédaction,2026-04-16,2026-04-21,147000,Annulée,2.5
M000796,U0071,Vente,2026-05-09,2026-05-14,57000,Terminée,3.7
M000797,U0071,Rédaction,2026-06-12,2026-06-13,97000,Annulée,2.4
M000798,U0071,Développement,2026-06-12,2026-06-19,35000,Annulée,3.1
M000799,U0072,Développement,2025-07-02,2025-07-07,74000,Terminée,4.1
M000800,U0072,Développement,2025-07-15,2025-07-20,75000,Annulée,1.9
M000801,U0072,Rédaction,2025-07-14,2025-07-20,114000,Annulée,1.9
M000802,U0072,Vente,2025-07-13,2025-07-15,118000,Annulée,2.2
M000803,U0072,Livraison,2025-08-13,2025-08-21,167000,Terminée,4.1
M000804,U0072,Prestation,2025-10-12,2025-10-15,98000,Terminée,4.2
M000805,U0072,Formation,2025-11-16,2025-11-17,32000,Terminée,3.7
M000806,U0072,Livraison,2025-12-18,2025-12-21,40000,Terminée,3.8
M000807,U0072,Formation,2026-01-12,2026-01-16,72000,Terminée,3.7
M000808,U0072,Formation,2026-02-12,2026-02-13,93000,Terminée,4.3
M000809,U0072,Formation,2026-02-16,2026-02-24,157000,Terminée,3.9
M000810,U0072,Formation,2026-03-01,2026-03-07,95000,Terminée,4.1
M000811,U0072,Prestation,2026-03-08,2026-03-13,80000,Annulée,1.6
M000812,U0072,Développement,2026-04-01,2026-04-04,42000,Annulée,2.2
M000813,U0072,Design,2026-05-06,2026-05-09,86000,En cours,3.5
M000814,U0072,Rédaction,2026-05-17,2026-05-18,169000,Terminée,4.0
M000815,U0072,Prestation,2026-06-04,2026-06-09,12000,Annulée,1.9
M000816,U0072,Maintenance,2026-06-13,2026-06-17,162000,Terminée,4.2
M000817,U0073,Vente,2025-08-04,2025-08-10,116000,En cours,3.7
M000818,U0073,Développement,2025-08-08,2025-08-13,58000,Terminée,5
M000819,U0073,Développement,2025-08-05,2025-08-10,113000,Terminée,3.6
M000820,U0073,Rédaction,2025-12-08,2025-12-14,59000,Terminée,3.6
M000821,U0073,Développement,2025-12-17,2025-12-21,110000,Terminée,3.4
M000822,U0073,Développement,2025-12-15,2025-12-22,145000,Terminée,4.6
M000823,U0073,Design,2025-12-09,2025-12-12,71000,Terminée,3.6
M000824,U0073,Maintenance,2026-02-20,2026-02-21,98000,Terminée,4.1
M000825,U0073,Formation,2026-03-07,2026-03-09,33000,Terminée,4.6
M000826,U0073,Formation,2026-04-09,2026-04-13,64000,Terminée,4.2
M000827,U0073,Maintenance,2026-04-03,2026-04-04,15000,Terminée,4.2
M000828,U0073,Maintenance,2026-05-03,2026-05-07,141000,Terminée,3.9
M000829,U0073,Vente,2026-05-20,2026-05-22,150000,Annulée,1.9
M000830,U0074,Formation,2025-07-01,2025-07-04,24000,En cours,3.7
M000831,U0074,Livraison,2025-07-12,2025-07-16,130000,Terminée,3.9
M000832,U0074,Maintenance,2025-07-12,2025-07-18,98000,Annulée,2.8
M000833,U0074,Prestation,2025-08-18,2025-08-25,117000,Terminée,4.1
M000834,U0074,Rédaction,2025-08-09,2025-08-14,49000,Annulée,1.8
M000835,U0074,Prestation,2025-08-10,2025-08-18,26000,En cours,3.5
M000836,U0074,Livraison,2025-08-04,2025-08-05,41000,Terminée,3.8
M000837,U0074,Formation,2025-10-02,2025-10-03,74000,Terminée,4.3
M000838,U0074,Vente,2025-10-05,2025-10-11,110000,Annulée,2.4
M000839,U0074,Vente,2025-11-13,2025-11-17,24000,Annulée,2.2
M000840,U0074,Développement,2025-11-06,2025-11-08,91000,Terminée,3.6
M000841,U0074,Vente,2025-12-11,2025-12-14,143000,Terminée,3.4
M000842,U0074,Formation,2025-12-11,2025-12-12,140000,En cours,4.8
M000843,U0074,Maintenance,2026-01-10,2026-01-17,15000,Terminée,4.0
M000844,U0074,Prestation,2026-01-01,2026-01-09,51000,Annulée,2.0
M000845,U0074,Maintenance,2026-01-07,2026-01-14,21000,Terminée,4.0
M000846,U0074,Développement,2026-06-17,2026-06-20,126000,Annulée,3.3
M000847,U0074,Formation,2026-06-16,2026-06-21,58000,Terminée,4.1
M000848,U0075,Rédaction,2025-07-19,2025-07-26,100000,Terminée,4.7
M000849,U0075,Formation,2025-07-03,2025-07-09,103000,Terminée,4.1
M000850,U0075,Développement,2025-07-01,2025-07-05,27000,Terminée,4.1
M000851,U0075,Vente,2025-07-01,2025-07-07,24000,Terminée,4.1
M000852,U0075,Développement,2025-08-08,2025-08-12,30000,Annulée,3.1
M000853,U0075,Formation,2025-08-12,2025-08-14,131000,Terminée,4.3
M000854,U0075,Design,2025-08-07,2025-08-10,62000,Terminée,4.5
M000855,U0075,Prestation,2025-09-11,2025-09-12,88000,Terminée,3.8
M000856,U0075,Formation,2025-09-06,2025-09-10,112000,Terminée,3.9
M000857,U0075,Rédaction,2025-10-19,2025-10-25,150000,Terminée,4.5
M000858,U0075,Prestation,2025-10-20,2025-10-22,33000,Terminée,3.4
M000859,U0075,Livraison,2025-11-17,2025-11-25,108000,Terminée,3.2
M000860,U0075,Vente,2025-12-01,2025-12-05,80000,Terminée,4.3
M000861,U0075,Rédaction,2025-12-11,2025-12-15,43000,Terminée,3.8
M000862,U0075,Prestation,2026-01-01,2026-01-07,77000,Annulée,3.2
M000863,U0075,Rédaction,2026-01-14,2026-01-16,147000,Terminée,4.1
M000864,U0075,Livraison,2026-02-12,2026-02-17,39000,En cours,3.3
M000865,U0075,Formation,2026-02-13,2026-02-20,12000,Terminée,3.5
M000866,U0075,Vente,2026-02-19,2026-02-21,36000,Terminée,4.3
M000867,U0075,Prestation,2026-03-02,2026-03-03,110000,En cours,4.3
M000868,U0075,Rédaction,2026-03-07,2026-03-08,74000,Terminée,4.4
M000869,U0075,Livraison,2026-03-09,2026-03-13,25000,Terminée,3.7
M000870,U0075,Vente,2026-04-07,2026-04-13,151000,Terminée,3.9
M000871,U0075,Design,2026-05-20,2026-05-26,43000,Annulée,1.9
M000872,U0075,Formation,2026-05-06,2026-05-08,44000,Terminée,4.3
M000873,U0075,Livraison,2026-05-19,2026-05-20,176000,Terminée,3.7
M000874,U0076,Développement,2025-08-03,2025-08-09,25000,Annulée,1.7
M000875,U0076,Prestation,2025-08-08,2025-08-12,159000,Terminée,4.3
M000876,U0076,Développement,2025-10-15,2025-10-22,141000,Terminée,4.4
M000877,U0076,Développement,2025-10-15,2025-10-16,174000,Terminée,4.3
M000878,U0076,Rédaction,2025-11-07,2025-11-13,42000,Terminée,3.6
M000879,U0076,Prestation,2026-01-03,2026-01-08,48000,Annulée,2.1
M000880,U0076,Rédaction,2026-02-19,2026-02-25,62000,Terminée,4.4
M000881,U0076,Développement,2026-03-13,2026-03-20,158000,Annulée,1.8
M000882,U0076,Développement,2026-03-11,2026-03-19,52000,Terminée,3.7
M000883,U0076,Formation,2026-06-20,2026-06-24,176000,Annulée,2.6
M000884,U0076,Design,2026-06-03,2026-06-06,52000,Annulée,1.6
M000885,U0077,Vente,2025-07-04,2025-07-12,137000,Terminée,3.6
M000886,U0077,Design,2025-07-01,2025-07-02,38000,Terminée,4.4
M000887,U0077,Livraison,2025-07-15,2025-07-22,100000,Annulée,3.3
M000888,U0077,Design,2025-08-06,2025-08-08,68000,Terminée,3.5
M000889,U0077,Prestation,2025-09-14,2025-09-22,127000,Terminée,4.3
M000890,U0077,Formation,2026-02-05,2026-02-11,60000,Terminée,5.0
M000891,U0077,Vente,2026-05-13,2026-05-16,148000,Terminée,4.4
M000892,U0077,Développement,2026-05-07,2026-05-11,106000,Terminée,4.0
M000893,U0077,Maintenance,2026-05-04,2026-05-09,63000,Terminée,4.4
M000894,U0077,Design,2026-06-02,2026-06-10,93000,En cours,4.0
M000895,U0078,Formation,2025-07-20,2025-07-21,111000,Terminée,5
M000896,U0078,Rédaction,2025-07-03,2025-07-08,125000,Terminée,4.0
M000897,U0078,Formation,2025-09-20,2025-09-23,165000,Terminée,4.0
M000898,U0078,Prestation,2025-12-02,2025-12-08,169000,Terminée,4.0
M000899,U0078,Développement,2026-02-07,2026-02-14,140000,Terminée,4.5
M000900,U0078,Vente,2026-04-07,2026-04-08,85000,Terminée,4.3
M000901,U0079,Livraison,2025-08-14,2025-08-19,157000,Terminée,4.5
M000902,U0079,Rédaction,2025-09-16,2025-09-22,97000,Terminée,5
M000903,U0079,Formation,2025-09-16,2025-09-22,22000,Terminée,4.0
M000904,U0079,Prestation,2025-09-13,2025-09-21,21000,Terminée,4.0
M000905,U0079,Développement,2025-10-18,2025-10-25,138000,Terminée,4.0
M000906,U0079,Maintenance,2025-10-03,2025-10-09,24000,Terminée,4.9
M000907,U0079,Livraison,2025-10-12,2025-10-18,133000,Terminée,4.2
M000908,U0079,Rédaction,2025-11-03,2025-11-06,31000,Terminée,4.2
M000909,U0079,Vente,2026-03-04,2026-03-08,51000,Terminée,4.2
M000910,U0079,Livraison,2026-05-19,2026-05-25,80000,Terminée,3.8
M000911,U0079,Développement,2026-05-19,2026-05-24,157000,Terminée,4.2
M000912,U0080,Rédaction,2025-08-08,2025-08-16,53000,Annulée,1.9
M000913,U0080,Formation,2025-08-08,2025-08-13,76000,Terminée,4.6
M000914,U0080,Rédaction,2025-08-16,2025-08-17,131000,Terminée,4.1
M000915,U0080,Maintenance,2025-11-09,2025-11-16,126000,Annulée,2.9
M000916,U0080,Rédaction,2025-12-02,2025-12-09,53000,En cours,3.1
M000917,U0080,Maintenance,2026-06-05,2026-06-10,94000,Terminée,4.0
M000918,U0081,Développement,2025-07-14,2025-07-16,160000,Annulée,1.9
M000919,U0081,Livraison,2025-07-20,2025-07-23,57000,Annulée,3.4
M000920,U0081,Développement,2025-08-17,2025-08-20,123000,Terminée,3.6
M000921,U0081,Design,2025-08-10,2025-08-18,162000,Annulée,2.6
M000922,U0081,Rédaction,2025-08-12,2025-08-20,36000,Terminée,4.1
M000923,U0081,Formation,2025-09-10,2025-09-12,176000,Terminée,3.9
M000924,U0081,Vente,2025-09-02,2025-09-06,35000,Terminée,3.5
M000925,U0081,Livraison,2025-09-13,2025-09-20,72000,Annulée,2.4
M000926,U0081,Développement,2025-10-09,2025-10-12,65000,Annulée,2.6
M000927,U0081,Développement,2025-11-10,2025-11-13,51000,Terminée,3.9
M000928,U0081,Vente,2025-12-16,2025-12-23,103000,Terminée,3.3
M000929,U0081,Prestation,2025-12-05,2025-12-11,148000,Terminée,3.8
M000930,U0081,Rédaction,2025-12-09,2025-12-11,85000,En cours,3.9
M000931,U0081,Rédaction,2026-01-01,2026-01-09,45000,Terminée,3.7
M000932,U0081,Livraison,2026-02-15,2026-02-21,49000,Terminée,3.9
M000933,U0081,Maintenance,2026-06-06,2026-06-11,161000,Annulée,2.7
M000934,U0081,Rédaction,2026-06-01,2026-06-06,36000,Annulée,2.2
M000935,U0082,Maintenance,2025-07-10,2025-07-13,129000,En cours,4.2
M000936,U0082,Formation,2025-07-19,2025-07-22,108000,Terminée,3.9
M000937,U0082,Design,2025-09-07,2025-09-14,173000,Terminée,4.1
M000938,U0082,Maintenance,2025-09-02,2025-09-05,113000,En cours,4.0
M000939,U0082,Vente,2025-09-09,2025-09-10,174000,En cours,4.0
M000940,U0082,Développement,2025-09-05,2025-09-06,123000,Terminée,4.3
M000941,U0082,Formation,2025-11-09,2025-11-14,34000,Terminée,4.6
M000942,U0082,Rédaction,2025-11-06,2025-11-12,157000,Terminée,5
M000943,U0082,Développement,2026-01-05,2026-01-10,128000,Terminée,4.1
M000944,U0082,Design,2026-02-18,2026-02-20,80000,Terminée,4.0
M000945,U0082,Vente,2026-02-10,2026-02-11,99000,Annulée,2.6
M000946,U0082,Livraison,2026-02-02,2026-02-08,109000,Annulée,2.9
M000947,U0082,Prestation,2026-05-18,2026-05-26,111000,Terminée,4.6
M000948,U0082,Rédaction,2026-06-20,2026-06-24,57000,Terminée,4.0
M000949,U0083,Livraison,2025-07-10,2025-07-14,173000,Terminée,3.9
M000950,U0083,Vente,2025-08-07,2025-08-12,47000,Terminée,3.6
M000951,U0083,Vente,2025-08-19,2025-08-23,171000,Terminée,3.8
M000952,U0083,Formation,2025-09-19,2025-09-24,118000,Annulée,2.4
M000953,U0083,Formation,2025-09-17,2025-09-19,146000,Annulée,2.6
M000954,U0083,Rédaction,2025-09-07,2025-09-14,31000,Annulée,3.2
M000955,U0083,Développement,2025-10-05,2025-10-06,22000,Terminée,4.3
M000956,U0083,Livraison,2025-10-01,2025-10-02,36000,Annulée,1.9
M000957,U0083,Développement,2025-11-13,2025-11-19,149000,Annulée,2.1
M000958,U0083,Maintenance,2025-12-05,2025-12-11,95000,Terminée,3.7
M000959,U0083,Livraison,2026-01-13,2026-01-18,25000,Terminée,2.9
M000960,U0083,Formation,2026-02-01,2026-02-02,43000,Terminée,4.0
M000961,U0083,Livraison,2026-02-07,2026-02-10,113000,Terminée,4.6
M000962,U0083,Vente,2026-02-16,2026-02-21,120000,Terminée,4.3
M000963,U0083,Vente,2026-03-08,2026-03-14,48000,Terminée,4.1
M000964,U0083,Formation,2026-03-17,2026-03-25,37000,Terminée,4.2
M000965,U0083,Prestation,2026-04-13,2026-04-19,74000,Annulée,2.0
M000966,U0083,Prestation,2026-05-16,2026-05-20,112000,Terminée,3.6
M000967,U0084,Maintenance,2025-07-16,2025-07-20,43000,En cours,4.0
M000968,U0084,Rédaction,2025-08-13,2025-08-20,17000,Terminée,3.8
M000969,U0084,Formation,2025-08-17,2025-08-23,98000,Annulée,3.1
M000970,U0084,Formation,2025-10-06,2025-10-08,44000,Terminée,3.7
M000971,U0084,Formation,2025-10-01,2025-10-04,137000,Annulée,2.5
M000972,U0084,Design,2025-12-18,2025-12-24,95000,Terminée,4.4
M000973,U0084,Développement,2025-12-07,2025-12-13,137000,Terminée,4.0
M000974,U0084,Design,2026-01-08,2026-01-15,65000,Terminée,3.1
M000975,U0084,Développement,2026-05-15,2026-05-22,166000,Terminée,3.3
M000976,U0085,Livraison,2025-09-10,2025-09-17,79000,Terminée,4.9
M000977,U0085,Prestation,2025-09-01,2025-09-04,124000,Terminée,4.6
M000978,U0085,Formation,2025-11-06,2025-11-14,75000,Terminée,4.7
M000979,U0085,Vente,2025-12-04,2025-12-12,128000,Terminée,4.2
M000980,U0085,Vente,2025-12-18,2025-12-22,60000,Terminée,4.8
M000981,U0085,Maintenance,2025-12-04,2025-12-05,38000,Terminée,4.3
M000982,U0085,Prestation,2026-01-13,2026-01-14,47000,Terminée,5
M000983,U0085,Rédaction,2026-03-06,2026-03-13,20000,Terminée,3.6
M000984,U0085,Prestation,2026-03-16,2026-03-21,145000,Terminée,3.5
M000985,U0085,Formation,2026-03-20,2026-03-23,27000,Terminée,3.9
M000986,U0085,Prestation,2026-04-14,2026-04-18,115000,Terminée,4.6
M000987,U0085,Livraison,2026-05-20,2026-05-24,65000,Terminée,5
M000988,U0085,Maintenance,2026-06-15,2026-06-20,22000,Terminée,4.5
M000989,U0085,Livraison,2026-06-20,2026-06-26,18000,Terminée,3.9
M000990,U0086,Rédaction,2025-07-16,2025-07-18,24000,Terminée,3.3
M000991,U0086,Vente,2025-08-04,2025-08-12,38000,Terminée,3.9
M000992,U0086,Prestation,2025-08-06,2025-08-11,40000,Terminée,3.7
M000993,U0086,Prestation,2025-08-12,2025-08-17,119000,Terminée,4.3
M000994,U0086,Livraison,2025-09-17,2025-09-19,129000,Terminée,4.0
M000995,U0086,Développement,2025-10-10,2025-10-12,42000,Terminée,4.1
M000996,U0086,Livraison,2025-11-08,2025-11-13,178000,Terminée,3.7
M000997,U0086,Vente,2025-11-04,2025-11-05,140000,En cours,3.8
M000998,U0086,Maintenance,2026-01-12,2026-01-13,167000,Terminée,3.6
M000999,U0086,Développement,2026-01-17,2026-01-19,149000,Terminée,3.7
M001000,U0086,Formation,2026-03-07,2026-03-10,63000,Terminée,3.3
M001001,U0086,Livraison,2026-04-14,2026-04-16,43000,En cours,4.1
M001002,U0086,Livraison,2026-04-03,2026-04-07,64000,Terminée,3.9
M001003,U0087,Formation,2025-08-08,2025-08-10,35000,Terminée,3.9
M001004,U0087,Prestation,2025-08-19,2025-08-24,114000,Terminée,4.0
M001005,U0087,Vente,2025-09-03,2025-09-05,160000,Annulée,1.6
M001006,U0087,Prestation,2025-10-05,2025-10-10,123000,Terminée,4.2
M001007,U0087,Rédaction,2025-11-11,2025-11-19,151000,Annulée,3.1
M001008,U0087,Développement,2026-04-08,2026-04-10,163000,Terminée,3.7
M001009,U0087,Formation,2026-04-02,2026-04-05,105000,Terminée,3.6
M001010,U0087,Prestation,2026-04-10,2026-04-15,110000,Terminée,4.2
M001011,U0087,Prestation,2026-05-13,2026-05-17,162000,Terminée,3.9
M001012,U0087,Formation,2026-05-18,2026-05-19,179000,Annulée,3.0
M001013,U0087,Formation,2026-05-13,2026-05-21,120000,Annulée,3.2
M001014,U0087,Rédaction,2026-06-07,2026-06-14,137000,Terminée,3.3
M001015,U0087,Prestation,2026-06-09,2026-06-17,135000,Annulée,3.3
M001016,U0088,Design,2025-09-15,2025-09-18,133000,Annulée,2.4
M001017,U0088,Livraison,2025-10-13,2025-10-17,122000,Terminée,5
M001018,U0088,Formation,2025-10-06,2025-10-12,169000,Terminée,4.3
M001019,U0088,Design,2025-10-04,2025-10-11,169000,Terminée,3.7
M001020,U0088,Design,2025-10-16,2025-10-19,65000,Terminée,4.4
M001021,U0088,Livraison,2025-11-05,2025-11-06,59000,En cours,3.3
M001022,U0088,Formation,2026-05-17,2026-05-19,86000,Terminée,3.8
M001023,U0089,Rédaction,2025-08-11,2025-08-16,166000,Terminée,3.7
M001024,U0089,Design,2026-02-15,2026-02-23,155000,Terminée,4.1
M001025,U0089,Prestation,2026-02-12,2026-02-18,130000,Terminée,3.5
M001026,U0089,Formation,2026-02-16,2026-02-17,124000,Terminée,3.8
M001027,U0089,Rédaction,2026-03-19,2026-03-20,34000,Terminée,4.0
M001028,U0089,Rédaction,2026-03-05,2026-03-06,149000,Terminée,3.5
M001029,U0089,Livraison,2026-03-01,2026-03-02,49000,Terminée,4.0
M001030,U0089,Vente,2026-06-10,2026-06-12,25000,Annulée,2.8
M001031,U0089,Rédaction,2026-06-13,2026-06-19,152000,Terminée,3.8
M001032,U0089,Prestation,2026-06-08,2026-06-12,17000,Annulée,2.1
M001033,U0090,Design,2025-07-06,2025-07-14,122000,Terminée,4.3
M001034,U0090,Design,2025-07-11,2025-07-12,41000,Annulée,2.6
M001035,U0090,Maintenance,2025-08-01,2025-08-07,42000,Terminée,4.2
M001036,U0090,Livraison,2025-08-17,2025-08-22,33000,Terminée,3.9
M001037,U0090,Rédaction,2025-11-10,2025-11-14,122000,Terminée,4.2
M001038,U0090,Vente,2025-11-03,2025-11-08,93000,Terminée,3.4
M001039,U0090,Maintenance,2025-11-14,2025-11-16,107000,Terminée,3.6
M001040,U0090,Rédaction,2025-12-13,2025-12-20,145000,Terminée,4.6
M001041,U0090,Développement,2025-12-13,2025-12-14,52000,Terminée,4.2
M001042,U0090,Formation,2025-12-17,2025-12-24,122000,Terminée,3.6
M001043,U0090,Livraison,2026-06-16,2026-06-19,128000,Terminée,4.0
M001044,U0091,Rédaction,2025-08-05,2025-08-08,104000,Terminée,4.5
M001045,U0091,Rédaction,2025-08-06,2025-08-13,123000,Terminée,5
M001046,U0091,Livraison,2026-02-01,2026-02-02,166000,Terminée,4.2
M001047,U0091,Développement,2026-02-20,2026-02-23,162000,Terminée,4.4
M001048,U0091,Livraison,2026-02-13,2026-02-18,44000,Terminée,4.1
M001049,U0092,Maintenance,2025-07-06,2025-07-10,173000,Terminée,4.0
M001050,U0092,Rédaction,2025-07-07,2025-07-14,158000,En cours,4.2
M001051,U0092,Rédaction,2025-08-04,2025-08-12,109000,Terminée,3.7
M001052,U0092,Design,2025-08-05,2025-08-07,15000,En cours,4.1
M001053,U0092,Vente,2025-09-18,2025-09-26,45000,Annulée,1.6
M001054,U0092,Maintenance,2025-09-15,2025-09-19,35000,Terminée,3.8
M001055,U0092,Formation,2025-10-05,2025-10-06,135000,Terminée,4.3
M001056,U0092,Maintenance,2025-10-14,2025-10-21,30000,Terminée,4.3
M001057,U0092,Design,2025-11-16,2025-11-18,176000,Annulée,2.3
M001058,U0092,Rédaction,2025-12-18,2025-12-25,56000,Terminée,4.0
M001059,U0092,Formation,2026-01-18,2026-01-20,68000,Terminée,4.6
M001060,U0092,Livraison,2026-01-12,2026-01-14,144000,En cours,3.9
M001061,U0092,Formation,2026-03-14,2026-03-19,179000,Annulée,2.7
M001062,U0092,Maintenance,2026-04-08,2026-04-11,64000,Terminée,3.6
M001063,U0092,Design,2026-04-17,2026-04-21,170000,Terminée,4.3
M001064,U0092,Développement,2026-04-11,2026-04-14,68000,Terminée,4.3
M001065,U0092,Maintenance,2026-05-17,2026-05-25,57000,Terminée,4.6
M001066,U0092,Développement,2026-06-15,2026-06-16,66000,Annulée,3.0
M001067,U0093,Prestation,2025-07-05,2025-07-12,42000,Terminée,3.6
M001068,U0093,Maintenance,2025-08-14,2025-08-17,93000,Terminée,4.0
M001069,U0093,Rédaction,2025-09-16,2025-09-24,119000,Terminée,3.8
M001070,U0093,Livraison,2025-10-15,2025-10-16,91000,Terminée,4.2
M001071,U0093,Maintenance,2025-10-17,2025-10-19,31000,Terminée,4.4
M001072,U0093,Vente,2025-11-13,2025-11-14,132000,Terminée,4.4
M001073,U0093,Prestation,2025-11-12,2025-11-13,160000,Annulée,1.5
M001074,U0093,Vente,2025-11-12,2025-11-16,73000,Annulée,2.2
M001075,U0093,Rédaction,2026-02-16,2026-02-22,21000,Terminée,4.0
M001076,U0094,Prestation,2025-07-05,2025-07-13,46000,Terminée,4.2
M001077,U0094,Maintenance,2025-08-11,2025-08-15,31000,Terminée,4.6
M001078,U0094,Prestation,2025-09-08,2025-09-11,103000,Terminée,4.6
M001079,U0094,Développement,2025-09-17,2025-09-24,41000,Terminée,4.1
M001080,U0094,Livraison,2025-11-19,2025-11-20,96000,Terminée,4.1
M001081,U0094,Livraison,2025-11-09,2025-11-11,71000,Terminée,3.3
M001082,U0094,Formation,2025-12-09,2025-12-13,131000,Terminée,4.3
M001083,U0094,Livraison,2025-12-17,2025-12-22,61000,Terminée,4.1
M001084,U0094,Formation,2026-01-07,2026-01-09,36000,En cours,3.6
M001085,U0094,Développement,2026-01-13,2026-01-20,71000,Terminée,4.0
M001086,U0094,Design,2026-01-01,2026-01-06,69000,Terminée,4.4
M001087,U0094,Prestation,2026-02-11,2026-02-12,70000,Terminée,4.1
