id_transaction,id_utilisateur,date_transaction,type_transaction,canal,montant,categorie
T0002933,U0072,2025-12-12,Sortie,Mobile money,24500,Dépense activité
T0002934,U0072,2025-12-02,Entrée,Cash,54500,Vente
T0002935,U0072,2026-01-16,Entrée,Mobile money,146000,Dépôt
T0002936,U0072,2026-01-18,Entrée,Mobile money,51000,Vente
T0002937,U0072,2026-01-24,Entrée,Mobile money,78000,Paiement client
T0002938,U0072,2026-02-12,Sortie,Cash,28000,Transport
T0002939,U0072,2026-02-23,Entrée,Virement,20000,Vente
T0002940,U0072,2026-02-06,Entrée,Mobile money,122500,Paiement client
T0002941,U0072,2026-03-09,Entrée,Mobile money,126000,Transfert reçu
T0002942,U0072,2026-03-04,Sortie,Mobile money,20500,Transfert envoyé
T0002943,U0072,2026-03-17,Sortie,Cash,10500,Transfert envoyé
T0002944,U0072,2026-03-07,Entrée,Mobile money,32000,Transfert reçu
T0002945,U0072,2026-03-12,Sortie,Mobile money,33000,Transfert envoyé
T0002946,U0072,2026-03-10,Entrée,Virement,140500,Paiement client
T0002947,U0072,2026-03-03,Sortie,Virement,14000,Dépense activité
T0002948,U0072,2026-04-22,Sortie,Mobile money,20000,Retrait
T0002949,U0072,2026-04-25,Entrée,Mobile money,24000,Transfert reçu
T0002950,U0072,2026-04-13,Entrée,Mobile money,74500,Paiement client
T0002951,U0072,2026-04-16,Entrée,Cash,70000,Dépôt
T0002952,U0072,2026-05-04,Sortie,Cash,36500,Transport
T0002953,U0072,2026-05-12,Entrée,Mobile money,105000,Transfert reçu
T0002954,U0072,2026-05-20,Sortie,Cash,45500,Transfert envoyé
T0002955,U0072,2026-05-18,Sortie,Cash,43000,Fournisseur
T0002956,U0072,2026-06-04,Entrée,Cash,10000,Paiement client
T0002957,U0072,2026-06-20,Entrée,Virement,15500,Paiement client
T0002958,U0072,2026-06-20,Sortie,Mobile money,58000,Transport
T0002959,U0073,2025-07-22,Entrée,Mobile money,67000,Vente
T0002960,U0073,2025-08-01,Entrée,Cash,43500,Paiement client
T0002961,U0073,2025-08-08,Sortie,Mobile money,22000,Transport
T0002962,U0073,2025-08-16,Entrée,Mobile money,119500,Vente
T0002963,U0073,2025-08-21,Entrée,Mobile money,54000,Paiement client
T0002964,U0073,2025-08-16,Sortie,Virement,71000,Transfert envoyé
T0002965,U0073,2025-09-06,Sortie,Cash,45500,Fournisseur
T0002966,U0073,2025-12-12,Sortie,Mobile money,80000,Transfert envoyé
T0002967,U0073,2025-12-22,Sortie,Cash,57000,Dépense activité
T0002968,U0073,2025-12-11,Sortie,Cash,26000,Dépense activité
T0002969,U0073,2025-12-01,Entrée,Mobile money,92500,Vente
T0002970,U0073,2025-12-16,Sortie,Virement,66000,Dépense activité
T0002971,U0073,2026-01-18,Sortie,Mobile money,34500,Transfert envoyé
T0002972,U0073,2026-01-12,Entrée,Mobile money,44500,Paiement client
T0002973,U0073,2026-01-23,Sortie,Mobile money,26000,Retrait
T0002974,U0073,2026-01-10,Entrée,Mobile money,94000,Vente
T0002975,U0073,2026-02-09,Sortie,Virement,32000,Retrait
T0002976,U0073,2026-02-26,Entrée,Virement,133500,Transfert reçu
T0002977,U0073,2026-02-27,Sortie,Virement,27000,Dépense activité
T0002978,U0073,2026-02-05,Sortie,Cash,15500,Transfert envoyé
T0002979,U0073,2026-02-28,Entrée,Mobile money,94500,Paiement client
T0002980,U0073,2026-03-18,Sortie,Mobile money,3000,Dépense activité
T0002981,U0073,2026-03-27,Entrée,Cash,16000,Paiement client
T0002982,U0073,2026-03-01,Entrée,Mobile money,9000,Dépôt
T0002983,U0073,2026-03-26,Entrée,Virement,135500,Vente
T0002984,U0073,2026-03-12,Entrée,Mobile money,145500,Dépôt
T0002985,U0073,2026-03-03,Sortie,Mobile money,18000,Dépense activité
T0002986,U0073,2026-03-18,Entrée,Mobile money,8000,Dépôt
T0002987,U0073,2026-03-03,Entrée,Cash,113000,Dépôt
T0002988,U0073,2026-04-07,Entrée,Cash,31000,Dépôt
T0002989,U0073,2026-04-19,Entrée,Mobile money,121500,Dépôt
T0002990,U0073,2026-04-22,Entrée,Cash,40500,Transfert reçu
T0002991,U0073,2026-04-14,Sortie,Mobile money,48000,Transfert envoyé
T0002992,U0073,2026-04-22,Sortie,Virement,18000,Fournisseur
T0002993,U0073,2026-05-17,Sortie,Mobile money,37500,Dépense activité
T0002994,U0073,2026-05-19,Entrée,Cash,32500,Dépôt
T0002995,U0073,2026-05-26,Entrée,Mobile money,135500,Transfert reçu
T0002996,U0073,2026-05-09,Sortie,Mobile money,30500,Fournisseur
T0002997,U0073,2026-05-19,Entrée,Mobile money,132500,Vente
T0002998,U0073,2026-06-21,Entrée,Mobile money,143500,Vente
T0002999,U0074,2025-07-25,Entrée,Mobile money,120000,Vente
T0003000,U0074,2025-07-15,Sortie,Mobile money,55000,Transfert envoyé
T0003001,U0074,2025-07-26,Entrée,Virement,37500,Paiement client
T0003002,U0074,2025-07-25,Entrée,Virement,121500,Vente
T0003003,U0074,2025-08-15,Sortie,Mobile money,44000,Retrait
T0003004,U0074,2025-08-26,Sortie,Mobile money,30500,Transport
T0003005,U0074,2025-08-27,Sortie,Mobile money,41500,Retrait
T0003006,U0074,2025-08-20,Entrée,Mobile money,69000,Transfert reçu
T0003007,U0074,2025-08-09,Sortie,Mobile money,8500,Retrait
T0003008,U0074,2025-09-22,Entrée,Mobile money,29500,Vente
T0003009,U0074,2025-10-13,Sortie,Mobile money,28500,Transport
T0003010,U0074,2025-10-04,Entrée,Cash,56000,Paiement client
T0003011,U0074,2025-11-24,Sortie,Mobile money,33000,Fournisseur
T0003012,U0074,2025-11-22,Sortie,Mobile money,36000,Transfert envoyé
T0003013,U0074,2025-11-27,Entrée,Mobile money,34500,Vente
T0003014,U0074,2025-11-09,Entrée,Virement,83500,Dépôt
T0003015,U0074,2025-11-09,Sortie,Mobile money,71000,Dépense activité
T0003016,U0074,2025-11-25,Sortie,Mobile money,58500,Retrait
T0003017,U0074,2025-11-13,Sortie,Virement,21000,Transfert envoyé
T0003018,U0074,2025-12-12,Entrée,Mobile money,57500,Transfert reçu
T0003019,U0074,2025-12-12,Entrée,Mobile money,36500,Dépôt
T0003020,U0074,2025-12-16,Entrée,Mobile money,131000,Transfert reçu
T0003021,U0074,2025-12-09,Entrée,Mobile money,104500,Dépôt
T0003022,U0074,2025-12-10,Sortie,Mobile money,57000,Transport
T0003023,U0074,2025-12-19,Sortie,Cash,51500,Dépense activité
T0003024,U0074,2026-01-27,Entrée,Mobile money,39000,Paiement client
T0003025,U0074,2026-01-19,Sortie,Mobile money,58500,Dépense activité
T0003026,U0074,2026-01-23,Entrée,Virement,29500,Dépôt
T0003027,U0074,2026-01-07,Entrée,Cash,17000,Transfert reçu
T0003028,U0074,2026-01-08,Entrée,Cash,80000,Paiement client
T0003029,U0074,2026-02-11,Sortie,Mobile money,35500,Fournisseur
T0003030,U0074,2026-03-22,Sortie,Mobile money,38500,Fournisseur
T0003031,U0074,2026-05-14,Sortie,Mobile money,61500,Dépense activité
T0003032,U0074,2026-05-02,Sortie,Mobile money,37500,Dépense activité
T0003033,U0074,2026-06-24,Sortie,Cash,26500,Fournisseur
T0003034,U0074,2026-06-20,Sortie,Mobile money,29500,Transfert envoyé
T0003035,U0074,2026-06-27,Entrée,Mobile money,23000,Paiement client
T0003036,U0075,2025-07-20,Sortie,Virement,18000,Dépense activité
T0003037,U0075,2025-07-24,Entrée,Cash,24500,Dépôt
T0003038,U0075,2025-07-22,Entrée,Mobile money,121000,Paiement client
T0003039,U0075,2025-07-05,Sortie,Mobile money,70000,Dépense activité
T0003040,U0075,2025-07-16,Entrée,Mobile money,17500,Vente
T0003041,U0075,2025-08-03,Sortie,Virement,38000,Transfert envoyé
T0003042,U0075,2025-08-08,Entrée,Cash,34000,Dépôt
T0003043,U0075,2025-09-18,Entrée,Mobile money,29500,Dépôt
T0003044,U0075,2025-09-10,Sortie,Mobile money,6000,Retrait
T0003045,U0075,2025-09-25,Sortie,Virement,36500,Transfert envoyé
T0003046,U0075,2025-09-05,Sortie,Virement,53500,Transport
T0003047,U0075,2025-09-10,Entrée,Virement,52500,Dépôt
T0003048,U0075,2025-10-17,Sortie,Virement,13000,Transport
T0003049,U0075,2025-10-20,Entrée,Mobile money,143000,Transfert reçu
T0003050,U0075,2025-10-03,Sortie,Cash,8000,Fournisseur
T0003051,U0075,2025-10-14,Sortie,Mobile money,15500,Retrait
T0003052,U0075,2025-10-05,Sortie,Mobile money,69500,Transfert envoyé
T0003053,U0075,2025-11-27,Entrée,Mobile money,15000,Paiement client
T0003054,U0075,2025-11-16,Sortie,Mobile money,22000,Retrait
T0003055,U0075,2025-11-05,Sortie,Virement,16500,Fournisseur
T0003056,U0075,2025-11-05,Entrée,Virement,21000,Paiement client
T0003057,U0075,2025-11-15,Sortie,Cash,45500,Transfert envoyé
T0003058,U0075,2025-11-04,Sortie,Virement,78000,Transport
T0003059,U0075,2025-12-28,Entrée,Virement,118500,Dépôt
T0003060,U0075,2025-12-26,Sortie,Mobile money,66500,Dépense activité
T0003061,U0075,2025-12-13,Entrée,Cash,73500,Transfert reçu
T0003062,U0075,2025-12-28,Entrée,Mobile money,67000,Paiement client
T0003063,U0075,2026-01-21,Entrée,Cash,63500,Dépôt
T0003064,U0075,2026-01-14,Entrée,Cash,47500,Transfert reçu
T0003065,U0075,2026-01-21,Entrée,Mobile money,23500,Paiement client
T0003066,U0075,2026-01-27,Entrée,Cash,139500,Paiement client
T0003067,U0075,2026-02-26,Sortie,Mobile money,65500,Fournisseur
T0003068,U0075,2026-02-27,Sortie,Virement,50000,Fournisseur
T0003069,U0075,2026-02-16,Entrée,Mobile money,68000,Transfert reçu
T0003070,U0075,2026-02-01,Sortie,Cash,17500,Transport
T0003071,U0075,2026-02-19,Entrée,Mobile money,38500,Dépôt
T0003072,U0075,2026-02-03,Entrée,Mobile money,50500,Dépôt
T0003073,U0075,2026-02-05,Entrée,Cash,140500,Transfert reçu
T0003074,U0075,2026-02-12,Sortie,Mobile money,62500,Retrait
T0003075,U0075,2026-03-04,Sortie,Mobile money,11500,Dépense activité
T0003076,U0075,2026-03-22,Sortie,Mobile money,35500,Transfert envoyé
T0003077,U0075,2026-03-17,Entrée,Mobile money,92000,Dépôt
T0003078,U0075,2026-03-05,Entrée,Mobile money,95000,Dépôt
T0003079,U0075,2026-03-07,Sortie,Cash,37000,Dépense activité
T0003080,U0075,2026-03-15,Entrée,Mobile money,93000,Dépôt
T0003081,U0075,2026-04-22,Entrée,Mobile money,87500,Paiement client
T0003082,U0075,2026-04-25,Entrée,Cash,31000,Vente
T0003083,U0075,2026-04-28,Sortie,Mobile money,35500,Retrait
T0003084,U0075,2026-04-23,Entrée,Mobile money,112500,Transfert reçu
T0003085,U0075,2026-05-14,Sortie,Mobile money,36500,Transport
T0003086,U0075,2026-05-11,Sortie,Cash,52000,Dépense activité
T0003087,U0075,2026-05-22,Entrée,Cash,57500,Paiement client
T0003088,U0075,2026-05-24,Entrée,Mobile money,51500,Dépôt
T0003089,U0075,2026-06-16,Entrée,Cash,15000,Dépôt
T0003090,U0075,2026-06-06,Entrée,Cash,66500,Paiement client
T0003091,U0075,2026-06-05,Entrée,Mobile money,8500,Transfert reçu
T0003092,U0075,2026-06-01,Entrée,Cash,24500,Paiement client
T0003093,U0076,2025-07-09,Sortie,Mobile money,46000,Transport
T0003094,U0076,2025-07-12,Entrée,Cash,118500,Paiement client
T0003095,U0076,2025-08-06,Entrée,Mobile money,134000,Dépôt
T0003096,U0076,2025-08-07,Sortie,Mobile money,26000,Fournisseur
T0003097,U0076,2025-08-20,Sortie,Mobile money,18000,Dépense activité
T0003098,U0076,2025-08-04,Sortie,Virement,60000,Retrait
T0003099,U0076,2025-08-20,Sortie,Cash,46500,Fournisseur
T0003100,U0076,2025-08-15,Entrée,Mobile money,84500,Dépôt
T0003101,U0076,2025-08-03,Sortie,Cash,24500,Transport
T0003102,U0076,2025-09-09,Entrée,Cash,78000,Dépôt
T0003103,U0076,2025-10-07,Entrée,Mobile money,59000,Vente
T0003104,U0076,2025-10-02,Entrée,Mobile money,5500,Vente
T0003105,U0076,2025-10-21,Sortie,Virement,28500,Fournisseur
T0003106,U0076,2025-10-15,Sortie,Mobile money,63500,Fournisseur
T0003107,U0076,2025-10-14,Sortie,Mobile money,73500,Transport
T0003108,U0076,2025-10-21,Entrée,Cash,123000,Dépôt
T0003109,U0076,2025-11-12,Entrée,Virement,137000,Vente
T0003110,U0076,2025-11-19,Entrée,Mobile money,106000,Transfert reçu
T0003111,U0076,2025-11-19,Sortie,Mobile money,48500,Transfert envoyé
T0003112,U0076,2025-11-26,Entrée,Mobile money,13000,Vente
T0003113,U0076,2025-11-15,Sortie,Virement,29500,Retrait
T0003114,U0076,2026-01-03,Entrée,Mobile money,145000,Vente
T0003115,U0076,2026-01-05,Entrée,Mobile money,148500,Paiement client
T0003116,U0076,2026-02-15,Sortie,Mobile money,54000,Fournisseur
T0003117,U0076,2026-02-05,Sortie,Cash,67500,Fournisseur
T0003118,U0076,2026-02-20,Entrée,Mobile money,101000,Transfert reçu
T0003119,U0076,2026-03-27,Sortie,Mobile money,72000,Fournisseur
T0003120,U0076,2026-03-24,Sortie,Mobile money,8000,Fournisseur
T0003121,U0076,2026-03-09,Sortie,Mobile money,32500,Retrait
T0003122,U0076,2026-03-13,Sortie,Virement,55500,Fournisseur
T0003123,U0076,2026-03-03,Entrée,Mobile money,103500,Dépôt
T0003124,U0076,2026-03-17,Entrée,Virement,46500,Transfert reçu
T0003125,U0076,2026-03-16,Sortie,Mobile money,69500,Transfert envoyé
T0003126,U0076,2026-05-09,Entrée,Mobile money,80500,Paiement client
T0003127,U0076,2026-05-28,Entrée,Mobile money,63500,Paiement client
T0003128,U0076,2026-06-01,Entrée,Mobile money,49500,Dépôt
T0003129,U0076,2026-06-05,Entrée,Cash,97500,Vente
T0003130,U0076,2026-06-21,Entrée,Virement,105500,Paiement client
T0003131,U0076,2026-06-25,Sortie,Cash,39000,Dépense activité
T0003132,U0076,2026-06-16,Entrée,Mobile money,46000,Vente
T0003133,U0077,2025-07-08,Sortie,Virement,70500,Transport
T0003134,U0077,2025-07-12,Entrée,Cash,32000,Transfert reçu
T0003135,U0077,2025-07-14,Sortie,Mobile money,41000,Fournisseur
T0003136,U0077,2025-07-15,Sortie,Cash,73500,Dépense activité
T0003137,U0077,2025-07-28,Entrée,Mobile money,10500,Paiement client
T0003138,U0077,2025-07-01,Entrée,Cash,138000,Paiement client
T0003139,U0077,2025-07-21,Sortie,Mobile money,38000,Retrait
T0003140,U0077,2025-07-06,Sortie,Mobile money,28000,Retrait
T0003141,U0077,2025-08-13,Entrée,Mobile money,46000,Paiement client
T0003142,U0077,2025-08-15,Entrée,Cash,107000,Vente
T0003143,U0077,2025-08-26,Entrée,Cash,125000,Transfert reçu
T0003144,U0077,2025-08-01,Sortie,Mobile money,79500,Retrait
T0003145,U0077,2025-08-13,Entrée,Cash,135000,Paiement client
T0003146,U0077,2025-08-08,Sortie,Mobile money,59000,Fournisseur
T0003147,U0077,2025-08-10,Sortie,Cash,76000,Dépense activité
T0003148,U0077,2025-09-02,Entrée,Mobile money,131000,Transfert reçu
T0003149,U0077,2025-09-21,Sortie,Mobile money,4000,Retrait
T0003150,U0077,2025-09-11,Entrée,Mobile money,12500,Dépôt
T0003151,U0077,2025-09-03,Sortie,Mobile money,2000,Transport
T0003152,U0077,2025-09-21,Entrée,Cash,121000,Paiement client
T0003153,U0077,2025-09-06,Sortie,Mobile money,73000,Retrait
T0003154,U0077,2025-09-05,Sortie,Cash,32000,Transfert envoyé
T0003155,U0077,2025-09-27,Entrée,Cash,18500,Paiement client
T0003156,U0077,2025-10-24,Sortie,Mobile money,11000,Fournisseur
T0003157,U0077,2025-10-18,Entrée,Cash,73000,Transfert reçu
T0003158,U0077,2025-10-17,Entrée,Mobile money,116000,Transfert reçu
T0003159,U0077,2025-10-26,Sortie,Virement,22500,Dépense activité
T0003160,U0077,2025-10-10,Sortie,Mobile money,4500,Fournisseur
T0003161,U0077,2025-12-03,Sortie,Mobile money,55500,Fournisseur
T0003162,U0077,2026-01-14,Entrée,Cash,120000,Vente
T0003163,U0077,2026-02-17,Sortie,Mobile money,36000,Transfert envoyé
T0003164,U0077,2026-02-23,Sortie,Mobile money,48500,Retrait
T0003165,U0077,2026-02-20,Entrée,Cash,47000,Transfert reçu
T0003166,U0077,2026-02-23,Sortie,Virement,45500,Retrait
T0003167,U0077,2026-02-23,Entrée,Mobile money,45000,Vente
T0003168,U0077,2026-02-19,Sortie,Cash,33000,Transfert envoyé
T0003169,U0077,2026-02-10,Entrée,Mobile money,140500,Paiement client
T0003170,U0077,2026-03-05,Sortie,Mobile money,46500,Fournisseur
T0003171,U0077,2026-03-14,Sortie,Mobile money,73500,Transfert envoyé
T0003172,U0077,2026-04-28,Sortie,Virement,8500,Retrait
T0003173,U0077,2026-05-11,Sortie,Cash,62000,Dépense activité
T0003174,U0077,2026-05-16,Entrée,Mobile money,89000,Dépôt
T0003175,U0077,2026-05-18,Sortie,Cash,73500,Dépense activité
T0003176,U0077,2026-05-08,Sortie,Cash,50500,Transport
T0003177,U0077,2026-06-19,Entrée,Mobile money,128000,Dépôt
T0003178,U0077,2026-06-11,Entrée,Mobile money,15000,Paiement client
T0003179,U0077,2026-06-09,Sortie,Mobile money,23500,Transfert envoyé
T0003180,U0077,2026-06-24,Entrée,Cash,8500,Vente
T0003181,U0077,2026-06-08,Entrée,Cash,80500,Transfert reçu
T0003182,U0077,2026-06-10,Sortie,Mobile money,23000,Fournisseur
T0003183,U0077,2026-06-21,Entrée,Cash,72500,Vente
T0003184,U0078,2025-07-14,Entrée,Cash,23500,Paiement client
T0003185,U0078,2025-07-16,Entrée,Virement,51000,Vente
T0003186,U0078,2025-07-08,Entrée,Virement,136000,Transfert reçu
T0003187,U0078,2025-08-09,Sortie,Mobile money,67000,Fournisseur
T0003188,U0078,2025-09-28,Entrée,Mobile money,142000,Transfert reçu
T0003189,U0078,2025-09-16,Sortie,Mobile money,3000,Fournisseur
T0003190,U0078,2025-09-19,Entrée,Mobile money,98500,Vente
T0003191,U0078,2025-09-01,Entrée,Mobile money,85000,Vente
T0003192,U0078,2025-10-25,Sortie,Virement,47500,Transfert envoyé
T0003193,U0078,2025-11-28,Sortie,Mobile money,44000,Fournisseur
T0003194,U0078,2025-12-25,Entrée,Mobile money,125500,Paiement client
T0003195,U0078,2025-12-27,Entrée,Mobile money,12000,Dépôt
T0003196,U0078,2025-12-15,Entrée,Virement,86500,Dépôt
T0003197,U0078,2025-12-26,Sortie,Mobile money,74500,Transport
T0003198,U0078,2026-01-22,Entrée,Mobile money,23500,Vente
T0003199,U0078,2026-02-05,Sortie,Virement,8000,Transfert envoyé
T0003200,U0078,2026-02-02,Entrée,Cash,72500,Dépôt
T0003201,U0078,2026-02-11,Entrée,Cash,25500,Dépôt
T0003202,U0078,2026-02-05,Sortie,Cash,38000,Retrait
T0003203,U0078,2026-02-08,Entrée,Mobile money,86000,Transfert reçu
T0003204,U0078,2026-02-22,Sortie,Mobile money,27500,Dépense activité
T0003205,U0078,2026-02-11,Sortie,Virement,33500,Fournisseur
T0003206,U0078,2026-02-05,Entrée,Mobile money,84000,Vente
T0003207,U0078,2026-04-07,Sortie,Mobile money,33000,Dépense activité
T0003208,U0078,2026-04-17,Sortie,Mobile money,9000,Retrait
T0003209,U0078,2026-05-21,Sortie,Mobile money,3000,Retrait
T0003210,U0078,2026-05-18,Sortie,Cash,63000,Retrait
T0003211,U0078,2026-06-28,Sortie,Mobile money,32500,Fournisseur
T0003212,U0079,2025-07-08,Sortie,Mobile money,28000,Transport
T0003213,U0079,2025-07-23,Sortie,Mobile money,26000,Retrait
T0003214,U0079,2025-07-12,Entrée,Mobile money,56000,Vente
T0003215,U0079,2025-07-11,Sortie,Virement,69000,Transport
T0003216,U0079,2025-07-05,Entrée,Mobile money,8000,Transfert reçu
T0003217,U0079,2025-08-15,Sortie,Mobile money,77000,Fournisseur
T0003218,U0079,2025-08-14,Entrée,Cash,16000,Dépôt
T0003219,U0079,2025-08-06,Sortie,Mobile money,46000,Retrait
T0003220,U0079,2025-08-20,Sortie,Cash,67500,Transport
T0003221,U0079,2025-08-12,Entrée,Mobile money,44000,Vente
T0003222,U0079,2025-08-27,Entrée,Mobile money,80500,Vente
T0003223,U0079,2025-08-20,Sortie,Virement,45000,Fournisseur
T0003224,U0079,2025-09-24,Entrée,Mobile money,13500,Dépôt
T0003225,U0079,2025-09-26,Entrée,Mobile money,17000,Vente
T0003226,U0079,2025-09-23,Sortie,Mobile money,64500,Fournisseur
T0003227,U0079,2025-09-23,Entrée,Mobile money,72500,Paiement client
T0003228,U0079,2025-09-14,Sortie,Cash,15000,Retrait
T0003229,U0079,2025-10-28,Entrée,Mobile money,23000,Transfert reçu
T0003230,U0079,2025-10-19,Entrée,Mobile money,13500,Dépôt
T0003231,U0079,2025-10-09,Entrée,Virement,103500,Paiement client
T0003232,U0079,2025-10-04,Entrée,Cash,84000,Dépôt
T0003233,U0079,2025-11-27,Entrée,Mobile money,148500,Dépôt
T0003234,U0079,2025-11-18,Sortie,Virement,64500,Transfert envoyé
T0003235,U0079,2025-11-03,Entrée,Mobile money,54000,Transfert reçu
T0003236,U0079,2025-11-06,Sortie,Virement,46500,Dépense activité
T0003237,U0079,2025-11-19,Entrée,Cash,104000,Paiement client
T0003238,U0079,2025-11-27,Sortie,Virement,46500,Retrait
T0003239,U0079,2025-12-15,Entrée,Mobile money,66000,Transfert reçu
T0003240,U0079,2025-12-22,Sortie,Mobile money,48500,Transfert envoyé
T0003241,U0079,2025-12-26,Entrée,Mobile money,112000,Vente
T0003242,U0079,2025-12-12,Entrée,Cash,51500,Transfert reçu
T0003243,U0079,2025-12-15,Entrée,Cash,130500,Dépôt
T0003244,U0079,2025-12-25,Entrée,Mobile money,45500,Dépôt
T0003245,U0079,2026-01-10,Entrée,Mobile money,118500,Paiement client
T0003246,U0079,2026-01-05,Sortie,Virement,43500,Retrait
T0003247,U0079,2026-01-03,Sortie,Cash,55000,Transport
T0003248,U0079,2026-01-08,Entrée,Mobile money,5500,Paiement client
T0003249,U0079,2026-01-11,Sortie,Mobile money,77500,Fournisseur
T0003250,U0079,2026-01-18,Entrée,Virement,19500,Paiement client
T0003251,U0079,2026-01-04,Entrée,Virement,29000,Vente
T0003252,U0079,2026-01-16,Sortie,Cash,62000,Dépense activité
T0003253,U0079,2026-03-14,Entrée,Mobile money,88500,Transfert reçu
T0003254,U0079,2026-03-27,Entrée,Cash,14500,Dépôt
T0003255,U0079,2026-03-12,Sortie,Mobile money,8000,Retrait
T0003256,U0079,2026-03-26,Entrée,Mobile money,121500,Vente
T0003257,U0079,2026-03-05,Entrée,Mobile money,88500,Transfert reçu
T0003258,U0079,2026-03-20,Entrée,Mobile money,144000,Dépôt
T0003259,U0079,2026-03-17,Entrée,Mobile money,135000,Paiement client
T0003260,U0079,2026-05-15,Sortie,Cash,43000,Transport
T0003261,U0079,2026-05-03,Entrée,Mobile money,105500,Transfert reçu
T0003262,U0079,2026-05-28,Sortie,Mobile money,71500,Transfert envoyé
T0003263,U0079,2026-05-23,Entrée,Mobile money,11000,Vente
T0003264,U0079,2026-05-12,Sortie,Mobile money,79000,Transport
T0003265,U0079,2026-05-05,Sortie,Mobile money,25500,Transfert envoyé
T0003266,U0080,2025-07-14,Entrée,Mobile money,62000,Dépôt
T0003267,U0080,2025-08-16,Sortie,Cash,43500,Fournisseur
T0003268,U0080,2025-08-14,Sortie,Mobile money,78000,Retrait
T0003269,U0080,2025-08-27,Entrée,Cash,104500,Dépôt
T0003270,U0080,2025-08-09,Entrée,Mobile money,105000,Vente
T0003271,U0080,2025-08-14,Sortie,Cash,36500,Transport
T0003272,U0080,2025-08-23,Sortie,Mobile money,32500,Fournisseur
T0003273,U0080,2025-10-11,Sortie,Virement,75000,Dépense activité
T0003274,U0080,2025-11-25,Entrée,Mobile money,107500,Paiement client
T0003275,U0080,2025-11-20,Sortie,Mobile money,73500,Dépense activité
T0003276,U0080,2025-11-16,Entrée,Cash,101000,Dépôt
T0003277,U0080,2025-11-01,Entrée,Cash,54500,Vente
T0003278,U0080,2025-11-12,Entrée,Cash,48000,Dépôt
T0003279,U0080,2025-11-07,Sortie,Cash,6500,Transfert envoyé
T0003280,U0080,2025-11-10,Sortie,Mobile money,76500,Dépense activité
T0003281,U0080,2025-12-21,Entrée,Cash,6500,Dépôt
T0003282,U0080,2025-12-07,Entrée,Mobile money,146000,Transfert reçu
T0003283,U0080,2025-12-17,Entrée,Mobile money,7500,Paiement client
T0003284,U0080,2025-12-23,Entrée,Cash,44000,Paiement client
T0003285,U0080,2025-12-23,Sortie,Mobile money,59500,Transfert envoyé
T0003286,U0080,2025-12-17,Entrée,Mobile money,65500,Transfert reçu
T0003287,U0080,2025-12-10,Entrée,Cash,93500,Vente
T0003288,U0080,2025-12-08,Sortie,Mobile money,30000,Dépense activité
T0003289,U0080,2026-02-23,Entrée,Mobile money,70000,Transfert reçu
T0003290,U0080,2026-02-08,Entrée,Mobile money,85000,Dépôt
T0003291,U0080,2026-02-24,Entrée,Mobile money,118000,Dépôt
T0003292,U0080,2026-02-05,Entrée,Mobile money,86500,Paiement client
T0003293,U0080,2026-02-02,Sortie,Mobile money,76000,Transfert envoyé
T0003294,U0080,2026-06-28,Entrée,Virement,125500,Dépôt
T0003295,U0080,2026-06-07,Entrée,Virement,107500,Paiement client
T0003296,U0080,2026-06-09,Entrée,Cash,45500,Paiement client
T0003297,U0080,2026-06-03,Sortie,Mobile money,62000,Retrait
T0003298,U0081,2025-07-05,Sortie,Mobile money,30000,Retrait
T0003299,U0081,2025-07-12,Entrée,Mobile money,50500,Transfert reçu
T0003300,U0081,2025-08-07,Entrée,Mobile money,26000,Paiement client
T0003301,U0081,2025-08-17,Entrée,Mobile money,17500,Dépôt
T0003302,U0081,2025-08-11,Entrée,Mobile money,142500,Transfert reçu
T0003303,U0081,2025-08-15,Entrée,Virement,80000,Paiement client
T0003304,U0081,2025-08-01,Entrée,Mobile money,57500,Paiement client
T0003305,U0081,2025-08-06,Sortie,Mobile money,58500,Transfert envoyé
T0003306,U0081,2025-08-15,Entrée,Mobile money,105500,Dépôt
T0003307,U0081,2025-08-03,Sortie,Mobile money,28500,Fournisseur
T0003308,U0081,2025-09-10,Sortie,Mobile money,42500,Transport
T0003309,U0081,2025-09-20,Entrée,Mobile money,121000,Dépôt
T0003310,U0081,2025-09-06,Sortie,Mobile money,21000,Fournisseur
T0003311,U0081,2025-09-17,Sortie,Mobile money,1000,Dépense activité
T0003312,U0081,2025-09-24,Entrée,Mobile money,102500,Vente
T0003313,U0081,2025-09-06,Sortie,Mobile money,9000,Dépense activité
T0003314,U0081,2025-09-19,Sortie,Virement,56000,Transport
T0003315,U0081,2025-09-07,Entrée,Cash,90000,Dépôt
T0003316,U0081,2025-10-03,Entrée,Mobile money,123000,Vente
T0003317,U0081,2025-10-25,Sortie,Mobile money,62000,Dépense activité
T0003318,U0081,2025-10-08,Entrée,Mobile money,46500,Vente
T0003319,U0081,2025-10-27,Sortie,Cash,5000,Transport
T0003320,U0081,2025-11-17,Sortie,Cash,7000,Retrait
T0003321,U0081,2025-11-04,Sortie,Virement,19000,Transport
T0003322,U0081,2025-11-04,Sortie,Virement,1500,Transfert envoyé
T0003323,U0081,2025-11-06,Sortie,Cash,57500,Transfert envoyé
T0003324,U0081,2025-11-16,Entrée,Cash,17000,Dépôt
T0003325,U0081,2025-11-24,Sortie,Virement,37500,Retrait
T0003326,U0081,2025-11-08,Sortie,Cash,39500,Transfert envoyé
